,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
1399,A19900702_2100_00000000000000000198,1990-07-02 21:00:00,10003626,21,MONTANA WOMEN'S PRISON,1990,89004.42,0.009197,38.08000000000004,97.91235501218512,19.325002023994703,Extreme Caution,1990-07-02,84.52795062225285
2969,A19900807_2100_000000000000000003b4,1990-08-07 21:00:00,10003628,21,MONTANA STATE HOSPITAL - FORENSIC MENTAL HEALTH FACILITY,1990,85266.63,0.0066514,31.69,85.38156685409415,19.208711552676984,Caution,1990-08-07,73.40647044833555
2968,A19900807_2100_000000000000000003b5,1990-08-07 21:00:00,10003629,21,MONTANA STATE HOSPITAL,1990,85266.63,0.0066514,31.69,85.38156685409415,19.208711552676984,Caution,1990-08-07,73.40647044833555
2981,A19900807_2100_0000000000000000053c,1990-08-07 21:00:00,10004339,21,TREASURE VALLEY COMMUNITY REENTRY CENTER,1990,90652.87,0.0045422,40.5,99.02644209774058,8.637892062584353,Extreme Caution,1990-08-07,85.5525309345948
2955,A19900807_2100_00000000000000000199,1990-08-07 21:00:00,10006184,21,CONNECTIONS CORRECTIONS - BUTTE,1990,81801.67,0.0057246,29.82000000000005,82.46761308945051,17.691053384169557,Caution,1990-08-07,69.70032156937299
1405,A19900702_2100_000000000000000004ad,1990-07-02 21:00:00,10006189,21,WYOMING MEDIUM CORRECTIONAL INSTITUTION,1990,86546.18,0.0064722,39.44,98.30417027676845,12.374434836520878,Extreme Caution,1990-07-02,85.43714492777481
2961,A19900807_2100_00000000000000000374,1990-08-07 21:00:00,10006544,21,IDAHO CORRECTIONAL ALTERNATIVE PLACEMENT PROGRAM FACILITY,1990,90652.87,0.0045422,40.5,99.02644209774058,8.637892062584353,Extreme Caution,1990-08-07,85.5525309345948
1401,A19900702_2100_0000000000000000051a,1990-07-02 21:00:00,10006570,21,PASSAGES WOMEN'S COMMUNITY CORRECTIONAL FACILITY,1990,89004.42,0.009197,38.08000000000004,97.91235501218512,19.325002023994703,Extreme Caution,1990-07-02,84.52795062225285
2956,A19900807_2100_000000000000000003b1,1990-08-07 21:00:00,10006571,21,CONNECTIONS CORRECTIONS WEST - WARM SPRINGS,1990,85266.63,0.0066514,31.69,85.38156685409415,19.208711552676984,Caution,1990-08-07,73.40647044833555
2959,A19900807_2100_00000000000000000526,1990-08-07 21:00:00,10006572,21,ELKHORN TREATMENT CENTER,1990,83477.83,0.0051266,32.200000000000045,85.90986368016668,14.137098694093323,Caution,1990-08-07,73.93578076123333
3333,A19900815_2100_0000000000000000019e,1990-08-15 21:00:00,10006573,21,NEXUS TREATMENT CENTER,1990,86918.74,0.0040288,35.120000000000005,90.38367220146375,9.852011927478362,Caution,1990-08-15,77.21845175258137
1402,A19900702_2100_00000000000000000527,1990-07-02 21:00:00,10006575,21,WATCH EAST,1990,92210.18,0.0112178,39.46000000000004,102.88657621557648,22.552385599422017,Extreme Caution,1990-07-02,85.3730207427836
2986,A19900807_2100_00000000000000000183,1990-08-07 21:00:00,10006576,21,WATCH WEST,1990,85266.63,0.0066514,31.69,85.38156685409415,19.208711552676984,Caution,1990-08-07,73.40647044833555
3324,A19900815_2100_0000000000000000051c,1990-08-15 21:00:00,10006580,21,GREAT FALLS PRE-RELEASE EAST CAMPUS,1990,88505.94,0.0040708,36.78000000000003,93.00526826535352,9.250497713382638,Extreme Caution,1990-08-15,79.50738445079077
3328,A19900815_2100_000000000000000003b3,1990-08-15 21:00:00,10006581,21,MISSOULA PRE-RELEASE CENTER,1990,88231.38,0.00727,34.21000000000004,89.73823854504406,18.82467324886164,Caution,1990-08-15,76.55000590655763
1395,A19900702_2100_000000000000000004b5,1990-07-02 21:00:00,10006675,21,CASPER REENTRY CENTER,1990,83018.5,0.0060026,37.400000000000034,94.510797933954,12.30749200447024,Extreme Caution,1990-07-02,82.4496201952953
6111,A19910717_2100_000000000000000000d1,1991-07-17 21:00:00,10000053,21,WYOMING HONOR CONSERVATION CAMP AND BOOT CAMP,1991,84272.8,0.0073451,33.84000000000003,89.0148005807828,18.541218836003186,Caution,1991-07-17,80.15666246466863
6112,A19910717_2100_000000000000000004b3,1991-07-17 21:00:00,10000055,21,WYOMING HONOR FARM,1991,84537.76,0.0053295,36.13,92.22591832916416,11.948719942533511,Extreme Caution,1991-07-17,84.18392788646835
6115,A19910717_2100_000000000000000004a7,1991-07-17 21:00:00,10000056,21,WYOMING WOMEN'S CENTER,1991,84412.96,0.0074939,34.26000000000005,89.78166635631074,18.502411355176285,Caution,1991-07-17,81.20733552245856
6114,A19910717_2100_000000000000000004b4,1991-07-17 21:00:00,10000057,21,WYOMING STATE PENITENTIARY,1991,79490.72,0.0053823,31.670000000000016,85.10401411729639,14.554539550760168,Caution,1991-07-17,78.13179307925489
7046,A19910808_2100_000000000000000000f7,1991-08-08 21:00:00,10001151,21,CROSSROADS CORRECTIONAL CENTER,1991,89981.07,0.0076174,35.56,92.31314438630508,18.64780812868513,Extreme Caution,1991-08-08,77.98541510589051
7052,A19910808_2100_000000000000000003b2,1991-08-08 21:00:00,10001154,21,HELENA PRE-RELEASE CENTER,1991,87534.35,0.0058434,33.99000000000001,88.89975880755779,15.25215504089911,Caution,1991-08-08,78.4533554968223
5969,A19910714_2100_00000000000000000524,1991-07-14 21:00:00,10001155,21,DAWSON COUNTY CORRECTIONAL FACILITY,1991,93041.26,0.0101033,37.900000000000034,98.72780476754964,22.358328901542787,Extreme Caution,1991-07-14,85.81740294014102
7051,A19910808_2100_0000000000000000051b,1991-08-08 21:00:00,10001156,21,GREAT FALLS WOMEN'S PRE-RELEASE CENTER,1991,89511.31,0.0056102,36.96000000000004,93.7968959585997,12.716675227312436,Extreme Caution,1991-08-08,80.04801410198705
7542,A19910819_2100_00000000000000000542,1991-08-19 21:00:00,10001172,21,IDAHO CORRECTIONAL INSTITUTION-OROFINO,1991,92451.43,0.0079211,35.50003906250004,92.49148444793806,19.97419726034853,Extreme Caution,1991-08-19,78.08224558602933
7110,A19910809_2100_00000000000000000541,1991-08-09 21:00:00,10001173,21,NORTH IDAHO CORRECTIONAL INSTITUTION,1991,87040.7,0.0079148,31.760000000000048,85.89495302378702,23.1653744809252,Caution,1991-08-09,72.58430108560319
5974,A19910714_2100_0000000000000000013d,1991-07-14 21:00:00,10001176,21,ST. ANTHONY WORK CAMP,1991,84510.7,0.0065009,34.379999999999995,89.65866472971763,16.0029119336694,Caution,1991-07-14,81.21173876991428
5915,A19910713_2100_00000000000000000373,1991-07-13 21:00:00,10001177,21,NAMPA COMMUNITY REENTRY CENTER,1991,92058.45,0.0063982,38.76000000000005,97.34636148060304,13.499608439431553,Extreme Caution,1991-07-13,87.60503840164114
5920,A19910713_2100_000000000000000005a8,1991-07-13 21:00:00,10001180,21,SOUTH IDAHO CORRECTIONAL INSTITUTION,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5910,A19910713_2100_0000000000000000053f,1991-07-13 21:00:00,10001181,21,IDAHO STATE CORRECTIONAL INSTITUTION,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5908,A19910713_2100_0000000000000000053e,1991-07-13 21:00:00,10001182,21,IDAHO MAXIMUM SECURITY INSTITUTION,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5909,A19910713_2100_00000000000000000379,1991-07-13 21:00:00,10001183,21,IDAHO STATE CORRECTIONAL CENTER,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5903,A19910713_2100_0000000000000000053b,1991-07-13 21:00:00,10001184,21,EAST BOISE COMMUNITY REENTRY CENTER,1991,90721.49,0.0066954,38.0,96.14854183358796,14.49465327293516,Extreme Caution,1991-07-13,85.82276201628487
5919,A19910713_2100_00000000000000000540,1991-07-13 21:00:00,10001185,21,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5970,A19910714_2100_0000000000000000053d,1991-07-14 21:00:00,10001186,21,IDAHO FALLS COMMUNITY REENTRY CENTER,1991,85347.18,0.0061657,35.14000000000004,90.84543345769548,14.707477356677852,Caution,1991-07-14,82.49430474856692
5973,A19910714_2100_00000000000000000543,1991-07-14 21:00:00,10001187,21,POCATELLO WOMEN'S CORRECTIONAL CENTER,1991,83323.5,0.0055329,33.80000000000001,88.47062181877436,13.90473542241209,Caution,1991-07-14,79.50275950766593
7041,A19910808_2100_00000000000000000523,1991-08-08 21:00:00,10001933,21,CASCADE COUNTY REGIONAL PRISON,1991,89712.27,0.0055746,37.10000000000002,94.02145635583292,12.56904411378492,Extreme Caution,1991-08-08,80.35418486969432
5898,A19910713_2100_00000000000000000009,1991-07-13 21:00:00,10001936,21,BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,1991,81431.25,0.0070318,29.260000000000048,81.90471265918703,22.26738362880153,Caution,1991-07-13,71.01527351831395
5623,A19910706_2100_00000000000000000000,1991-07-06 21:00:00,10002616,21,UTAH COUNTY JAIL,1991,85902.68,0.0083173,35.22000000000003,91.87486119114573,19.77158405567443,Extreme Caution,1991-07-06,84.8849355927918
5576,A19910705_2100_00000000000000000003,1991-07-05 21:00:00,10002617,21,CENTRAL UTAH CORRECTIONAL FACILITY,1991,83386.1,0.0054098,33.670000000000016,88.24354831340221,13.70918930505721,Caution,1991-07-05,81.15875926391048
5624,A19910706_2100_00000000000000000001,1991-07-06 21:00:00,10003464,21,"UTAH STATE PRISON, DRAPER - NORTH COMPLEX",1991,84734.68,0.0071261,34.72000000000003,90.44043132153573,17.23148751833545,Caution,1991-07-06,83.5681970422715
5625,A19910706_2100_00000000000000000002,1991-07-06 21:00:00,10003465,21,"UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",1991,84734.68,0.0071261,34.72000000000003,90.44043132153573,17.23148751833545,Caution,1991-07-06,83.5681970422715
5914,A19910713_2100_00000000000000000522,1991-07-13 21:00:00,10003624,21,MONTANA STATE PRISON,1991,84663.25,0.0077554,31.55000000000001,85.44179792758446,22.352722163469743,Caution,1991-07-13,74.45900538562395
7160,A19910810_2100_00000000000000000525,1991-08-10 21:00:00,10003625,21,RIVERSIDE RECOVERY & REENTRY PROGRAM,1991,82856.78,0.0061332,31.260000000000048,84.59967732268441,17.66093477526439,Caution,1991-08-10,74.91206384381123
5971,A19910714_2100_00000000000000000198,1991-07-14 21:00:00,10003626,21,MONTANA WOMEN'S PRISON,1991,89503.98,0.0085541,37.26000000000005,95.93807868171646,18.929947408184443,Extreme Caution,1991-07-14,85.06905443189966
5913,A19910713_2100_000000000000000003b4,1991-07-13 21:00:00,10003628,21,MONTANA STATE HOSPITAL - FORENSIC MENTAL HEALTH FACILITY,1991,84828.37,0.0079814,31.370000000000005,85.23856684283109,23.27259055643291,Caution,1991-07-13,74.70120478994478
5912,A19910713_2100_000000000000000003b5,1991-07-13 21:00:00,10003629,21,MONTANA STATE HOSPITAL,1991,84828.37,0.0079814,31.370000000000005,85.23856684283109,23.27259055643291,Caution,1991-07-13,74.70120478994478
5922,A19910713_2100_0000000000000000053c,1991-07-13 21:00:00,10004339,21,TREASURE VALLEY COMMUNITY REENTRY CENTER,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5901,A19910713_2100_00000000000000000199,1991-07-13 21:00:00,10006184,21,CONNECTIONS CORRECTIONS - BUTTE,1991,81431.25,0.0070318,29.260000000000048,81.90471265918703,22.26738362880153,Caution,1991-07-13,71.01527351831395
7866,A19910826_2100_000000000000000004ad,1991-08-26 21:00:00,10006189,21,WYOMING MEDIUM CORRECTIONAL INSTITUTION,1991,87036.91,0.0068071,37.68000000000001,95.4956188976154,14.381630038281498,Extreme Caution,1991-08-26,86.60917689964134
5906,A19910713_2100_00000000000000000374,1991-07-13 21:00:00,10006544,21,IDAHO CORRECTIONAL ALTERNATIVE PLACEMENT PROGRAM FACILITY,1991,90193.49,0.006165,38.28000000000003,96.30924561572816,13.086749054757652,Extreme Caution,1991-07-13,86.09745675892539
5972,A19910714_2100_0000000000000000051a,1991-07-14 21:00:00,10006570,21,PASSAGES WOMEN'S COMMUNITY CORRECTIONAL FACILITY,1991,89503.98,0.0085541,37.26000000000005,95.93807868171646,18.929947408184443,Extreme Caution,1991-07-14,85.06905443189966
5902,A19910713_2100_000000000000000003b1,1991-07-13 21:00:00,10006571,21,CONNECTIONS CORRECTIONS WEST - WARM SPRINGS,1991,84828.37,0.0079814,31.370000000000005,85.23856684283109,23.27259055643291,Caution,1991-07-13,74.70120478994478
7148,A19910810_2100_00000000000000000526,1991-08-10 21:00:00,10006572,21,ELKHORN TREATMENT CENTER,1991,82856.78,0.0061332,31.260000000000048,84.59967732268441,17.66093477526439,Caution,1991-08-10,74.91206384381123
7065,A19910808_2100_0000000000000000019e,1991-08-08 21:00:00,10006573,21,NEXUS TREATMENT CENTER,1991,87849.23,0.0059634,34.80000000000001,90.27190725946592,14.928210810222645,Caution,1991-08-08,78.17271103213048
5978,A19910714_2100_00000000000000000527,1991-07-14 21:00:00,10006575,21,WATCH EAST,1991,92715.5,0.0096929,38.160000000000025,98.82287132520942,21.097795532850142,Extreme Caution,1991-07-14,85.98064603282714
5926,A19910713_2100_00000000000000000183,1991-07-13 21:00:00,10006576,21,WATCH WEST,1991,84828.37,0.0079814,31.370000000000005,85.23856684283109,23.27259055643291,Caution,1991-07-13,74.70120478994478
7050,A19910808_2100_0000000000000000051c,1991-08-08 21:00:00,10006580,21,GREAT FALLS PRE-RELEASE EAST CAMPUS,1991,89511.31,0.0056102,36.96000000000004,93.7968959585997,12.716675227312436,Extreme Caution,1991-08-08,80.04801410198705
5911,A19910713_2100_000000000000000003b3,1991-07-13 21:00:00,10006581,21,MISSOULA PRE-RELEASE CENTER,1991,88521.81,0.0102626,33.23000000000002,89.59384246022864,27.948990694276198,Caution,1991-07-13,76.46961481345593
6100,A19910717_2100_000000000000000004b5,1991-07-17 21:00:00,10006675,21,CASPER REENTRY CENTER,1991,83581.6,0.0056139,35.160000000000025,90.69553701646883,13.118273308252675,Caution,1991-07-17,82.46600371019434
11127,A19920808_2100_000000000000000000d1,1992-08-08 21:00:00,10000053,21,WYOMING HONOR CONSERVATION CAMP AND BOOT CAMP,1992,84288.27,0.005673900390625,33.75,88.4271314517606,14.459316477960336,Caution,1992-08-08,75.88094824307855
10910,A19920803_2100_000000000000000004b3,1992-08-03 21:00:00,10000055,21,WYOMING HONOR FARM,1992,84683.06,0.0062304,33.89003906250002,88.78128098136608,15.80490976342166,Caution,1992-08-03,81.29877527220626
11131,A19920808_2100_000000000000000004a7,1992-08-08 21:00:00,10000056,21,WYOMING WOMEN'S CENTER,1992,84480.27,0.005993100390625,33.39000000000004,87.91295942650845,15.606398902896093,Caution,1992-08-08,77.9055556386089
10867,A19920802_2100_000000000000000004b4,1992-08-02 21:00:00,10000057,21,WYOMING STATE PENITENTIARY,1992,79695.76,0.0045404,30.470000000000027,83.30564510397383,13.209800884106718,Caution,1992-08-02,75.73313351850354
11405,A19920815_2100_000000000000000000f7,1992-08-15 21:00:00,10001151,21,CROSSROADS CORRECTIONAL CENTER,1992,89771.48,0.0069801,34.44,90.06523107585328,18.16897870854636,Caution,1992-08-15,75.51696675497284
11411,A19920815_2100_000000000000000003b2,1992-08-15 21:00:00,10001154,21,HELENA PRE-RELEASE CENTER,1992,87342.68,0.0075541,32.5,86.96400376152474,21.296366560394823,Caution,1992-08-15,75.78214031599056
11120,A19920808_2100_00000000000000000524,1992-08-08 21:00:00,10001155,21,DAWSON COUNTY CORRECTIONAL FACILITY,1992,93087.63,0.008084300390625,36.360000000000014,94.18826268507205,19.56891534525749,Extreme Caution,1992-08-08,79.71772568028608
11410,A19920815_2100_0000000000000000051b,1992-08-15 21:00:00,10001156,21,GREAT FALLS WOMEN'S PRE-RELEASE CENTER,1992,89303.0,0.0065317,35.370000000000005,91.46258688724323,16.081496301409878,Extreme Caution,1992-08-15,77.22939699470967
11367,A19920814_2100_00000000000000000542,1992-08-14 21:00:00,10001172,21,IDAHO CORRECTIONAL INSTITUTION-OROFINO,1992,92654.74,0.0073677,38.0,96.66867589817473,16.261965017047807,Extreme Caution,1992-08-14,81.5702537788056
11379,A19920814_2100_00000000000000000541,1992-08-14 21:00:00,10001173,21,NORTH IDAHO CORRECTIONAL INSTITUTION,1992,87678.74,0.0066229,34.49000000000001,89.95822889101977,16.805931958728966,Caution,1992-08-14,75.7616472362973
10860,A19920802_2100_0000000000000000013d,1992-08-02 21:00:00,10001176,21,ST. ANTHONY WORK CAMP,1992,85055.76,0.0056776,34.35000000000002,89.4099978577692,14.119698506748836,Caution,1992-08-02,79.44352960813225
11377,A19920814_2100_00000000000000000373,1992-08-14 21:00:00,10001177,21,NAMPA COMMUNITY REENTRY CENTER,1992,92659.86,0.0063345,40.900000000000034,100.98136720451367,11.998295912978554,Extreme Caution,1992-08-14,87.55397562465289
11384,A19920814_2100_000000000000000005a8,1992-08-14 21:00:00,10001180,21,SOUTH IDAHO CORRECTIONAL INSTITUTION,1992,90869.14,0.0061657,39.370000000000005,98.18976407479906,12.433637974891392,Extreme Caution,1992-08-14,85.76714943453668
11371,A19920814_2100_0000000000000000053f,1992-08-14 21:00:00,10001181,21,IDAHO STATE CORRECTIONAL INSTITUTION,1992,90869.14,0.0061657,39.370000000000005,98.18976407479906,12.433637974891392,Extreme Caution,1992-08-14,85.76714943453668
11369,A19920814_2100_0000000000000000053e,1992-08-14 21:00:00,10001182,21,IDAHO MAXIMUM SECURITY INSTITUTION,1992,90869.14,0.0061657,39.370000000000005,98.18976407479906,12.433637974891392,Extreme Caution,1992-08-14,85.76714943453668
11370,A19920814_2100_00000000000000000379,1992-08-14 21:00:00,10001183,21,IDAHO STATE CORRECTIONAL CENTER,1992,90869.14,0.0061657,39.370000000000005,98.18976407479906,12.433637974891392,Extreme Caution,1992-08-14,85.76714943453668
11361,A19920814_2100_0000000000000000053b,1992-08-14 21:00:00,10001184,21,EAST BOISE COMMUNITY REENTRY CENTER,1992,91357.46,0.0064013,39.410000000000025,98.43349892469077,12.94244119513603,Extreme Caution,1992-08-14,85.52648810897963
11383,A19920814_2100_00000000000000000540,1992-08-14 21:00:00,10001185,21,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,1992,90869.14,0.0061657,39.370000000000005,98.18976407479906,12.433637974891392,Extreme Caution,1992-08-14,85.76714943453668
10848,A19920802_2100_0000000000000000053d,1992-08-02 21:00:00,10001186,21,IDAHO FALLS COMMUNITY REENTRY CENTER,1992,85828.24,0.0052108,36.02000000000004,92.03619952262042,11.9365312941593,Extreme Caution,1992-08-02,81.48698263261912
10856,A19920802_2100_00000000000000000543,1992-08-02 21:00:00,10001187,21,POCATELLO WOMEN'S CORRECTIONAL CENTER,1992,83778.32,0.0046236,34.879999999999995,90.06041646721994,11.026992329199697,Caution,1992-08-02,79.49694599067348
11400,A19920815_2100_00000000000000000523,1992-08-15 21:00:00,10001933,21,CASCADE COUNTY REGIONAL PRISON,1992,89484.12,0.0065793,35.53000000000003,91.76089853684198,16.08677365188848,Extreme Caution,1992-08-15,77.48268950440185
11573,A19920819_2100_00000000000000000009,1992-08-19 21:00:00,10001936,21,BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,1992,81534.75,0.0060628,27.28003906250001,79.93083121330879,21.624550416143677,Caution,1992-08-19,68.15807838281961
11339,A19920813_2100_00000000000000000000,1992-08-13 21:00:00,10002616,21,UTAH COUNTY JAIL,1992,86427.17,0.0054806,37.72000000000003,94.9263167288663,11.512121359939837,Extreme Caution,1992-08-13,85.14008327368468
11320,A19920813_2100_00000000000000000003,1992-08-13 21:00:00,10002617,21,CENTRAL UTAH CORRECTIONAL FACILITY,1992,83990.05,0.0068874,34.110000000000014,89.31129055949414,17.08832963863921,Caution,1992-08-13,81.15238382295611
10863,A19920802_2100_00000000000000000001,1992-08-02 21:00:00,10003464,21,"UTAH STATE PRISON, DRAPER - NORTH COMPLEX",1992,85114.0,0.0048156,36.610000000000014,92.87527979678948,10.601614818708956,Extreme Caution,1992-08-02,83.41683015182191
10864,A19920802_2100_00000000000000000002,1992-08-02 21:00:00,10003465,21,"UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",1992,85114.0,0.0048156,36.610000000000014,92.87527979678948,10.601614818708956,Extreme Caution,1992-08-02,83.41683015182191
