,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
6590,A19900704_2100_000000000000000002c5,1990-07-04 21:00:00,10000935,21,FCI DANBURY,1990,98845.42,0.0186395,29.58000000000004,92.61301628099352,68.30650089858152,Extreme Caution,1990-07-04,78.30669787031329
6569,A19900704_2100_00000000000000000546,1990-07-04 21:00:00,10000937,21,CHESHIRE CORRECTIONAL INSTITUTION,1990,98893.42,0.0181363,29.640000000000043,92.11248154929726,66.34826981866958,Extreme Caution,1990-07-04,78.27223043366281
9369,A19900718_1800_00000000000000000281,1990-07-18 18:00:00,10001116,18,NORTHWEST STATE CORRECTIONAL FACILITY,1990,101238.76,0.0153595,30.390000000000043,90.77356679796767,55.48009369577739,Caution,1990-07-18,78.06531981655665
12711,A19900804_1800_000000000000000004f2,1990-08-04 18:00:00,10001162,18,DOWNEAST CORRECTIONAL FACILITY,1990,101085.23,0.0142603,27.53000000000003,83.94758438791467,60.86185814458307,Caution,1990-08-04,71.72195164679859
12748,A19900804_1800_000000000000000004f4,1990-08-04 18:00:00,10001163,18,MAINE STATE PRISON,1990,101190.83,0.0132375,26.65000000000004,81.74422025932674,59.707569154086784,Caution,1990-08-04,70.86370246397654
9459,A19900718_2100_000000000000000004f3,1990-07-18 21:00:00,10001165,21,MAINE CORRECTIONAL CENTER,1990,100980.16,0.0181883,29.129999999999995,91.41160751528984,69.96317048056113,Extreme Caution,1990-07-18,75.3784647722437
6655,A19900704_2100_00000000000000000185,1990-07-04 21:00:00,10001392,21,NORTHEASTERN CORRECTIONAL INSTITUTION,1990,99569.26,0.0177339,29.720000000000027,91.94790377057858,65.08447591614342,Extreme Caution,1990-07-04,78.78539064841166
6641,A19900704_2100_00000000000000000182,1990-07-04 21:00:00,10001393,21,MCI - SHIRLEY,1990,98927.98,0.0177307,29.44,91.1230899402142,65.70599661295515,Extreme Caution,1990-07-04,77.76886633015918
6712,A19900704_2100_00000000000000000189,1990-07-04 21:00:00,10001396,21,SOUZA-BARANOWSKI CORRECTIONAL CENTER,1990,98927.98,0.0177307,29.44,91.1230899402142,65.70599661295515,Extreme Caution,1990-07-04,77.76886633015918
9798,A19900720_1800_0000000000000000017e,1990-07-20 18:00:00,10001401,18,LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,1990,101011.05,0.0163964,31.130039062500032,93.66913326002194,56.49871078847632,Extreme Caution,1990-07-20,79.44892185697435
9803,A19900720_1800_0000000000000000016a,1990-07-20 18:00:00,10001404,18,MASAC AT PLYMOUTH,1990,101060.97,0.0169408,29.470039062500007,90.69420648207432,64.14763537776793,Caution,1990-07-20,76.57965604650428
9807,A19900720_1800_0000000000000000017f,1990-07-20 18:00:00,10001408,18,MCI - CEDAR JUNCTION,1990,100423.53,0.0168828,30.470039062500007,92.74734455384194,59.98555363369452,Extreme Caution,1990-07-20,78.52246939986954
6598,A19900704_2100_0000000000000000030d,1990-07-04 21:00:00,10001484,21,FCI MCKEAN,1990,94101.74,0.0202407,28.450000000000045,90.30196147311892,75.08809986009629,Caution,1990-07-04,72.82553939772895
6673,A19900704_2100_00000000000000000548,1990-07-04 21:00:00,10001489,21,QUEHANNA BOOT CAMP,1990,94908.78,0.0197535,28.98000000000001,91.42264297400811,71.75825005745973,Extreme Caution,1990-07-04,74.48884710804244
9308,A19900718_1800_0000000000000000003d,1990-07-18 18:00:00,10001496,18,ALTONA CORRECTIONAL FACILITY,1990,99643.24,0.0145831,29.30000000000001,87.4514238949819,55.30800762708966,Caution,1990-07-18,75.7570282965907
6614,A19900704_2100_00000000000000000040,1990-07-04 21:00:00,10001504,21,GREEN HAVEN CORRECTIONAL FACILITY,1990,98010.22,0.0184167,29.090000000000032,90.88445146115362,68.87828231879148,Caution,1990-07-04,77.08862929876466
6872,A19900705_1800_0000000000000000015f,1990-07-05 18:00:00,10001507,18,BRONX COMMUNITY RE-ENTRY CENTER,1990,100525.52,0.016575700390625,33.33000000000004,98.62834936528822,50.17207353921263,Extreme Caution,1990-07-05,82.07567429782046
6894,A19900705_1800_00000000000000000032,1990-07-05 18:00:00,10001516,18,MID-STATE CORRECTIONAL FACILITY,1990,100530.64,0.020400500390625,33.71000000000004,106.40312833008105,59.87947788096941,Danger,1990-07-05,83.22842012832663
6925,A19900705_2100_00000000000000000021,1990-07-05 21:00:00,10001518,21,BAYSIDE STATE PRISON FARM,1990,100699.3,0.0202219,31.620000000000005,100.92241166886863,66.91604692437977,Extreme Caution,1990-07-05,80.20228820526654
6928,A19900705_2100_00000000000000000146,1990-07-05 21:00:00,10001519,21,SOUTH WOODS STATE PRISON,1990,100484.9,0.0199891,32.82000000000005,103.40403497544152,61.71101072643245,Danger,1990-07-05,82.53851820350351
6926,A19900705_2100_0000000000000000025a,1990-07-05 21:00:00,10001520,21,FCI FAIRTON,1990,100484.9,0.0199891,32.82000000000005,103.40403497544152,61.71101072643245,Danger,1990-07-05,82.53851820350351
6677,A19900704_2100_00000000000000000520,1990-07-04 21:00:00,10001605,21,ROBINSON CORRECTIONAL INSTITUTION,1990,99802.22,0.0192271,29.96000000000004,94.67940696303666,69.50124301852668,Extreme Caution,1990-07-04,79.72695656588384
6827,A19900705_1500_00000000000000000633,1990-07-05 15:00:00,10001721,15,ANTHONY P. TRAVISONO INTAKE SERVICE CENTER,1990,100297.69,0.0166901,31.06,93.7573285090775,57.29094247928981,Extreme Caution,1990-07-05,78.98261427733426
9494,A19900718_2100_000000000000000000ae,1990-07-18 21:00:00,10001737,21,SHEA FARM TRANSITIONAL HOUSING UNIT,1990,100198.72,0.0163039,29.90000000000004,90.68910580983552,59.80731048163071,Caution,1990-07-18,77.13327644929552
9368,A19900718_1800_00000000000000000280,1990-07-18 18:00:00,10001913,18,NORTHERN STATE CORRECTIONAL FACILITY,1990,98603.88,0.0155671,27.860000000000014,85.29858277169217,63.36221907249462,Caution,1990-07-18,73.65508955480458
15459,A19900818_1800_0000000000000000027e,1990-08-18 18:00:00,10001914,18,CHITTENDEN REGIONAL CORRECTIONAL FACILITY,1990,100405.0,0.0171258,29.700039062500025,91.31397675406106,63.54947858511319,Extreme Caution,1990-08-18,77.47271291842829
9477,A19900718_2100_00000000000000000284,1990-07-18 21:00:00,10001918,21,NORTHEAST CORRECTIONAL COMPLEX,1990,98107.84,0.0159163,27.80000000000001,85.37970801186299,64.6272875660472,Caution,1990-07-18,73.22236032261695
9016,A19900716_1800_000000000000000004e2,1990-07-16 18:00:00,10001938,18,MOUNTAIN VIEW CORRECTIONAL FACILITY,1990,99968.02,0.0185678,28.700000000000045,90.50164124441572,72.42169791295437,Caution,1990-07-16,75.30349324192647
9733,A19900720_1800_000000000000000002f5,1990-07-20 18:00:00,10002095,18,BOSTON PRE-RELEASE CENTER,1990,101011.05,0.0163964,31.130039062500032,93.66913326002194,56.49871078847632,Extreme Caution,1990-07-20,79.44892185697435
9735,A19900720_1800_00000000000000000291,1990-07-20 18:00:00,10002097,18,BRIDGEWATER STATE HOSPITAL,1990,101082.09,0.0172784,31.0400390625,94.76464027044165,59.75443243541496,Extreme Caution,1990-07-20,79.11460947634248
9804,A19900720_1800_00000000000000000171,1990-07-20 18:00:00,10002098,18,MASSACHUSETTS TREATMENT CENTER,1990,101082.09,0.0172784,31.0400390625,94.76464027044165,59.75443243541496,Extreme Caution,1990-07-20,79.11460947634248
9810,A19900720_1800_00000000000000000181,1990-07-20 18:00:00,10002101,18,MCI - NORFOLK,1990,100423.53,0.0168828,30.470039062500007,92.74734455384194,59.98555363369452,Extreme Caution,1990-07-20,78.52246939986954
6566,A19900704_2100_00000000000000000035,1990-07-04 21:00:00,10002281,21,CAYUGA CORRECTIONAL FACILITY,1990,96495.98,0.0199219,30.470000000000027,95.99424728417108,67.50305316459084,Extreme Caution,1990-07-04,75.83706372299552
6550,A19900704_2100_00000000000000000162,1990-07-04 21:00:00,10002287,21,ATTICA CORRECTIONAL FACILITY,1990,96060.78,0.0185011,29.879999999999995,92.44133061128773,64.78334753498271,Extreme Caution,1990-07-04,75.15459763202503
7613,A19900709_2100_0000000000000000004b,1990-07-09 21:00:00,10002290,21,BEDFORD HILLS CORRECTIONAL FACILITY,1990,99533.83,0.0184521,29.950000000000045,93.46670749659934,66.68702172275991,Extreme Caution,1990-07-09,78.88645997094652
6873,A19900705_1800_00000000000000000253,1990-07-05 18:00:00,10002294,18,BROOKLYN COMMUNITY CORRECTIONAL CENTER,1990,100580.56,0.016511700390625,33.650000000000034,99.24784662818084,49.1251849550165,Extreme Caution,1990-07-05,82.2995031847788
6868,A19900705_1800_0000000000000000002b,1990-07-05 18:00:00,10002298,18,ADULT DIAGNOSTIC AND TREATMENT CENTER,1990,100504.4,0.018382900390625,33.51000000000005,102.0834598345485,54.82444156258275,Extreme Caution,1990-07-05,82.4856245349415
6920,A19900705_1800_0000000000000000022f,1990-07-05 18:00:00,10002300,18,TRENTON PSYCHIATRIC HOSPITAL,1990,100572.88,0.019731700390625,33.55000000000001,104.71459341653434,58.55883738911377,Danger,1990-07-05,83.27571279369303
6874,A19900705_1800_00000000000000000127,1990-07-05 18:00:00,10002301,18,CENTRAL RECEPTION AND ASSIGNMENT FACILITY,1990,100572.88,0.019731700390625,33.55000000000001,104.71459341653434,58.55883738911377,Danger,1990-07-05,83.27571279369303
6871,A19900705_1800_0000000000000000002e,1990-07-05 18:00:00,10002305,18,BAYSIDE STATE PRISON - ANCORA,1990,100544.08,0.021342100390625,33.56,107.9708497749871,63.03277741235409,Danger,1990-07-05,84.0693439583326
9738,A19900720_1800_0000000000000000054f,1990-07-20 18:00:00,10002399,18,BROOKLYN CORRECTIONAL INSTITUTION,1990,100141.29,0.0172316,29.930039062500043,91.92089734159516,62.9191290078023,Extreme Caution,1990-07-20,78.12448122310379
6832,A19900705_1500_0000000000000000054d,1990-07-05 15:00:00,10002400,15,BRIDGEPORT CORRECTIONAL CENTER,1990,100156.89,0.0177305,31.28000000000003,95.74205146344477,59.86419338757559,Extreme Caution,1990-07-05,79.70532829209905
6701,A19900704_2100_00000000000000000111,1990-07-04 21:00:00,10003047,21,SCI WAYMART,1990,95375.98,0.0186383,28.79000000000002,89.7774160837597,68.984208290987,Caution,1990-07-04,74.09433791514472
6681,A19900704_2100_00000000000000000625,1990-07-04 21:00:00,10003048,21,SCI CAMBRIDGE SPRINGS,1990,96556.78,0.0192755,28.99000000000001,91.30069999719632,71.28096043766882,Extreme Caution,1990-07-04,74.80908815326016
6687,A19900704_2100_0000000000000000062b,1990-07-04 21:00:00,10003052,21,SCI FOREST,1990,95335.66,0.0203351,29.23000000000001,92.93554755745409,73.03273222835429,Extreme Caution,1990-07-04,75.06543830074027
6695,A19900704_2100_00000000000000000630,1990-07-04 21:00:00,10003054,21,SCI MUNCY,1990,98485.1,0.0197603,31.660000000000025,99.38771064873286,63.87876715005431,Extreme Caution,1990-07-04,79.79059761160929
6694,A19900704_2100_0000000000000000062e,1990-07-04 21:00:00,10003056,21,SCI MERCER,1990,96761.58,0.0203331,30.970000000000027,97.99319449393252,67.07120315813548,Extreme Caution,1990-07-04,77.92767033473528
6698,A19900704_2100_00000000000000000632,1990-07-04 21:00:00,10003062,21,SCI ROCKVIEW,1990,96775.66,0.0195707,30.370000000000005,95.31155566125668,66.94558412539331,Extreme Caution,1990-07-04,77.60732393755346
6908,A19900705_1800_00000000000000000629,1990-07-05 18:00:00,10003064,18,SCI COAL TOWNSHIP,1990,97697.36,0.018125700390625,30.69,94.27452710508712,61.67832016111959,Extreme Caution,1990-07-05,78.43419204246047
6717,A19900704_2100_000000000000000001d5,1990-07-04 21:00:00,10003066,21,USP ALLENWOOD,1990,97968.62,0.0196319,31.379999999999995,98.30394451666903,64.16379538734948,Extreme Caution,1990-07-04,79.02973105741944
6586,A19900704_2100_0000000000000000020f,1990-07-04 21:00:00,10003067,21,FCI ALLENWOOD LOW,1990,97968.62,0.0196319,31.379999999999995,98.30394451666903,64.16379538734948,Extreme Caution,1990-07-04,79.02973105741944
6587,A19900704_2100_000000000000000001dc,1990-07-04 21:00:00,10003068,21,FCI ALLENWOOD MEDIUM,1990,97968.62,0.0196319,31.379999999999995,98.30394451666903,64.16379538734948,Extreme Caution,1990-07-04,79.02973105741944
6720,A19900704_2100_000000000000000002ac,1990-07-04 21:00:00,10003069,21,USP LEWISBURG,1990,98778.86,0.0192923,31.620000000000005,98.60689730252447,62.766959107065205,Extreme Caution,1990-07-04,80.37748172359214
6721,A19900704_2100_000000000000000002ad,1990-07-04 21:00:00,10003070,21,USP LEWISBURG CAMP,1990,98778.86,0.0192923,31.620000000000005,98.60689730252447,62.766959107065205,Extreme Caution,1990-07-04,80.37748172359214
6915,A19900705_1800_00000000000000000083,1990-07-05 18:00:00,10003073,18,SCI MAHANOY,1990,96171.6,0.017303300390625,29.5,90.13904350034456,62.18642650597879,Caution,1990-07-05,75.69038985762963
6910,A19900705_1800_0000000000000000062d,1990-07-05 18:00:00,10003074,18,SCI FRACKVILLE,1990,96171.6,0.017303300390625,29.5,90.13904350034456,62.18642650597879,Caution,1990-07-05,75.69038985762963
6887,A19900705_1800_000000000000000001d0,1990-07-05 18:00:00,10003075,18,FCI SCHUYLKILL,1990,96958.16,0.018037700390625,30.25,92.9375248407458,62.48239174406861,Extreme Caution,1990-07-05,77.1941080520861
6888,A19900705_1800_000000000000000001d4,1990-07-05 18:00:00,10003076,18,FCI SCHUYLKILL CAMP,1990,96958.16,0.018037700390625,30.25,92.9375248407458,62.48239174406861,Extreme Caution,1990-07-05,77.1941080520861
6696,A19900704_2100_0000000000000000013f,1990-07-04 21:00:00,10003077,21,SCI PINE GROVE,1990,96407.02,0.0198003,29.82000000000005,94.1197906226503,69.59814324213012,Extreme Caution,1990-07-04,77.6093766026711
6699,A19900704_2100_00000000000000000142,1990-07-04 21:00:00,10003082,21,SCI SMITHFIELD,1990,97761.9,0.0182375,31.870000000000005,97.1749027963076,58.0493505722936,Extreme Caution,1990-07-04,80.54956269903032
6596,A19900704_2100_0000000000000000020d,1990-07-04 21:00:00,10003083,21,FCI LORETTO,1990,93704.3,0.0178759,28.53000000000003,88.02727953942542,66.11624427638814,Caution,1990-07-04,73.98901097586466
6597,A19900704_2100_0000000000000000020e,1990-07-04 21:00:00,10003084,21,FCI LORETTO CAMP,1990,93704.3,0.0178759,28.53000000000003,88.02727953942542,66.11624427638814,Caution,1990-07-04,73.98901097586466
6914,A19900705_1800_0000000000000000062f,1990-07-05 18:00:00,10003107,18,SCI LAUREL HIGHLANDS,1990,94121.04,0.018056500390625,28.360000000000014,87.87401630362146,67.7168205380382,Caution,1990-07-05,74.62306462957902
6686,A19900704_2100_00000000000000000627,1990-07-04 21:00:00,10003109,21,SCI FAYETTE,1990,97686.38,0.0202239,30.610000000000014,97.21641526784477,68.76660546598221,Extreme Caution,1990-07-04,80.78336494268059
6889,A19900705_1800_000000000000000001cf,1990-07-05 18:00:00,10003116,18,FDC PHILADELPHIA,1990,100651.6,0.020456900390625,33.879999999999995,106.98384354113084,59.54042804554004,Danger,1990-07-05,84.38945922751981
6907,A19900705_1800_00000000000000000624,1990-07-05 18:00:00,10003117,18,SCI CHESTER,1990,100782.16,0.020788100390625,33.920000000000016,107.8188524715444,60.39816128489704,Danger,1990-07-05,84.68518457798004
6689,A19900704_2100_0000000000000000013a,1990-07-04 21:00:00,10003121,21,SCI GREENE,1990,97315.18,0.0201735,30.27000000000004,96.12387523671782,69.68700210706484,Extreme Caution,1990-07-04,80.17755663481455
3238,A19900617_1800_00000000000000000054,1990-06-17 18:00:00,10003122,18,GOUVERNEUR CORRECTIONAL FACILITY,1990,99647.11,0.0185123,28.2900390625,89.24685118375591,73.71842638310642,Caution,1990-06-17,76.5755608916271
3286,A19900617_1800_00000000000000000028,1990-06-17 18:00:00,10003124,18,OGDENSBURG CORRECTIONAL FACILITY,1990,100431.11,0.0165187,30.19003906250004,91.64448345624233,59.70025943555565,Extreme Caution,1990-06-17,79.78565059865706
3298,A19900617_1800_000000000000000001a7,1990-06-17 18:00:00,10003125,18,RIVERVIEW CORRECTIONAL FACILITY,1990,100431.11,0.0165187,30.19003906250004,91.64448345624233,59.70025943555565,Extreme Caution,1990-06-17,79.78565059865706
15462,A19900818_1800_0000000000000000004c,1990-08-18 18:00:00,10003127,18,CLINTON CORRECTIONAL FACILITY - MAIN,1990,97517.96,0.0157514,27.470039062500007,84.47152359909697,64.8382887755543,Caution,1990-08-18,73.11371463421919
15461,A19900818_1800_00000000000000000045,1990-08-18 18:00:00,10003128,18,CLINTON CORRECTIONAL FACILITY - ANNEX,1990,97517.96,0.0157514,27.470039062500007,84.47152359909697,64.8382887755543,Caution,1990-08-18,73.11371463421919
15550,A19900818_1800_00000000000000000167,1990-08-18 18:00:00,10003130,18,UPSTATE CORRECTIONAL FACILITY,1990,100161.16,0.0172374,28.3500390625,88.17117609509481,68.97405941266719,Caution,1990-08-18,76.3345801036805
15450,A19900818_1800_0000000000000000004a,1990-08-18 18:00:00,10003131,18,BARE HILL CORRECTIONAL FACILITY,1990,100161.16,0.0172374,28.3500390625,88.17117609509481,68.97405941266719,Caution,1990-08-18,76.3345801036805
11552,A19900729_1800_00000000000000000053,1990-07-29 18:00:00,10003132,18,FRANKLIN CORRECTIONAL FACILITY,1990,98194.88,0.0145023,27.670039062499995,84.08363680930738,59.59826721417512,Caution,1990-07-29,73.17335207649742
3168,A19900617_1800_00000000000000000160,1990-06-17 18:00:00,10003134,18,ADIRONDACK CORRECTIONAL FACILITY,1990,94844.55,0.0169759,25.07003906250003,78.20813475961253,78.07356203962716,Caution,1990-06-17,68.95674177292315
3227,A19900617_1800_00000000000000000022,1990-06-17 18:00:00,10003135,18,FCI RAY BROOK,1990,94844.55,0.0169759,25.07003906250003,78.20813475961253,78.07356203962716,Caution,1990-06-17,68.95674177292315
15507,A19900818_1800_00000000000000000161,1990-08-18 18:00:00,10003136,18,MORIAH SHOCK INCARCERATION CORRECTIONAL FACILITY,1990,96854.28,0.0156134,26.950039062500025,83.20094823555561,65.8323829382639,Caution,1990-08-18,72.14014125956417
15556,A19900818_1800_0000000000000000001e,1990-08-18 18:00:00,10003138,18,WATERTOWN CORRECTIONAL FACILITY,1990,99345.16,0.0144094,29.640039062500023,87.8859187353403,53.45079121339318,Caution,1990-08-18,76.94699014879897
6723,A19900704_2100_00000000000000000042,1990-07-04 21:00:00,10003140,21,WASHINGTON CORRECTIONAL FACILITY,1990,99053.42,0.0189511,29.15000000000004,91.95839355254049,71.2884211532979,Extreme Caution,1990-07-04,77.96690125751878
6613,A19900704_2100_00000000000000000044,1990-07-04 21:00:00,10003141,21,GREAT MEADOW CORRECTIONAL FACILITY,1990,99053.42,0.0189511,29.15000000000004,91.95839355254049,71.2884211532979,Extreme Caution,1990-07-04,77.96690125751878
6663,A19900704_2100_00000000000000000025,1990-07-04 21:00:00,10003144,21,ORLEANS CORRECTIONAL FACILITY,1990,98328.3,0.0188379,31.52000000000004,97.47956885985369,61.425863808357526,Extreme Caution,1990-07-04,77.99045142450483
6545,A19900704_2100_00000000000000000026,1990-07-04 21:00:00,10003145,21,ALBION CORRECTIONAL FACILITY,1990,98328.3,0.0188379,31.52000000000004,97.47956885985369,61.425863808357526,Extreme Caution,1990-07-04,77.99045142450483
