TYPE	V001	V003	V004	V005	V006	V007	V008	V010	V011	V014	V015	V016	V017	V018	V019	V020	V021	V022	V023	V024	V025	V026	V027	V028	V029	V030	V031	V032	V032_R	V033	V034	V034_R	V035	V036	V037	V038	V039	V040	V041	V042	V043	V044	V045	V046	V047	V048	V049	V050	V051	V052	V053	V054	V055	V056	V057	V058	V059	V060	V061	V062	V063	V064	V065	V066	V067	V068	V069	V070	V071	V072	V073	V074	V075	V076	V077	V078	V079	V080	V081	V082	V083	V084	V085	V086	V087	V088	V089	V090	V091	V092	V093	V094	V095	V096	V097	V098	V099	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V245	V246	V247	V248	V249	V250	V251	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271
2	1	PIA036	 	DES MOINES WOMEN'S RESIDENTIAL CORRECTIONAL CENTER	1917 HICKMAN RD	DES MOINES	IA	50314	1502	B	1	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	Fort Des Moines-Bldg. 70, Fort Des Moines-Bldg 68, Fort Des Moines-Bldg65/Honors Unit	2	1	2	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	45	0	45	0	0	0	0	0	0	0	35	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	 	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	45	0	0	0	0	0	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	3	0	3	0	0	0	0	0	0	0	0	0	 	3	0	21	0	21	0	0	0	 	21	0	21	0	0	0	-9	-9	-9	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	36	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	0	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	1
2	1	FIL114	 	HUMAN SERVICE CENTER	1005 NE JEFFERSON AVE	PEORIA	IL	61603	4064	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	2	 	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	42	0	3	0	45	0	0	0	0	0	0	0	15	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	 	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	45	0	0	0	0	0	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	0	43	0	0	0	0	0	0	0	2	0	United States Probation	45	0	0	0	0	0	0	0	 	0	0	0	0	0	0	-9	-9	-9	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	0	0	1	1	1	0	0	0	 	0	0	0	1	0	0	1	1	1	0	 	0
2	1	PPA031	 	GAUDENZIA SIENA HOUSE (225)	PO BOX 60217	HARRISBURG	PA	17106	0217	B	0	0	0	0	0	1	0	0	0	0	1	Mental Health Correctional Facility	6	 	1	2	 	5	2	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	1	0	0	45	1	0	0	0	0	0	0	-1	-4	-1	-4	-1	-4	0	0	0	0	0	0	-1	-4	0	0	 	-1	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	45	0	0	0	0	0	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	45	1	45	1	0	0	 	45	1	0	0	0	0	-9	-9	-9	45	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	56	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	1	1	1	1	1	0	1	1	Smoking Cessation with Pinnacle Health.	0	1	1	1	0	0	0	0	1	1	Finance/Budget workshops.	0
2	1	PTX091	 	LIBERTY LODGE, INC.	160 FM 2507	ALICE	TX	78332	7763	CI	0	1	0	0	0	1	0	0	0	0	0	 	6	 	1	-8	 	5	2	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	0	0	0	45	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-8	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	45	0	45	0	0	0	 	45	0	0	0	0	0	-9	-9	-9	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-9	-9	-9	-9	-9	-9	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
2	1	PNJ010	 	CLINTON HOUSE (NJAC)	21 N CLINTON AVE	TRENTON	NJ	08609	1011	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	2	 	5	2	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	0	0	0	45	0	0	0	0	0	0	0	10	1	30	1	5	1	0	0	0	0	0	0	0	0	0	0	 	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	45	1	0	1	0	1	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	45	0	45	0	0	0	 	45	0	0	0	0	0	-9	-9	-9	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	0	-9	-9	-9	-9	-9	-9	 	1	1	0	0	0	1	1	1	1	0	0	0	 	0	1	1	1	1	1	1	1	1	0	 	0
1	1	PMN010	 	MINNESOTA CORRECTIONAL FACILITY - RED WING	1079 HIGHWAY 292	RED WING	MN	55066	2833	A	1	0	0	0	0	0	0	0	1	0	0	 	1	 	3	2	 	2	1	1	3	2	 	2	2	42	0	0	-9	-4	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	0	0	0	45	0	0	0	0	0	0	0	21	0	17	0	1	0	2	0	4	0	0	0	0	0	0	0	 	45	0	0	0	0	0	45	0	0	0	45	0	45	0	0	0	0	0	45	0	45	0	0	0	0	0	45	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	45	0	45	0	0	0	 	45	0	0	0	0	0	-9	-9	-9	45	0	174	0	10	0	0	0	0	0	174	0	10	0	113	0	71	0	184	0	81	0	24	0	105	0	90	0	3	0	4	0	2	0	0	0	0	0	1	0	5	0	Not specified	105	0	-2	-2	-2	-9	-9	23	0	0	0	0	0	0	0	0	0	-1	-4	1	0	0	0	0	0	1	1	0	0	0	 	1	1	1	1	1	1	1	1	1	0	0	0	 	0	1	1	1	1	1	0	0	0	0	 	0
2	1	PWA004	 	BISHOP LEWIS WORK RELEASE	703 8TH AVE	SEATTLE	WA	98104	1923	B	1	0	0	0	0	1	0	0	0	0	1	Male work release	6	 	1	1	All state DOC Work Release facilities	2	1	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	45	0	0	0	45	0	0	0	0	0	0	0	28	0	10	0	3	0	2	0	1	0	0	0	0	0	1	0	Additional race categories include individuals who are non-Hispanic and have no race identified or have "Other" entered as their race value	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	38	0	0	0	7	0	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	45	0	45	0	0	0	 	45	0	0	0	0	0	-9	-9	-9	45	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	9	0	-9	-9	-9	-9	-9	-9	 	0	0	0	0	0	0	0	0	0	0	0	1	All program are in the community with the exception of the DADY Program	0	0	0	1	0	0	0	1	0	1	Education programs available via community resources	0
2	1	PDE003	 	HAZEL D PLANT WOMEN'S TREATMENT FACILITY	620 BAYLOR BLVD	NEW CASTLE	DE	19720	1140	B	0	1	0	0	0	1	0	0	0	0	0	 	6	 	2	1	Plummer Community Corrections	2	1	2	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	46	0	46	0	0	0	0	0	0	0	28	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	 	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	46	0	0	0	0	0	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	46	0	46	0	0	0	 	46	0	0	0	0	0	-9	-9	-9	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	-9	-9	-9	-9	-9	-9	 	1	1	0	0	1	0	1	1	0	0	1	0	 	0	0	0	1	0	0	0	0	0	0	 	0
2	1	FAL004	 	RRC, MONTGOMERY, ALABAMA	125 E FLEMING RD	MONTGOMERY	AL	36105	3207	CI	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	-8	 	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	41	0	5	0	46	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-8	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	46	-4	46	0	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-9	-9	-9	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-9	-9	-9	-9	-9	-9	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
2	1	PPA004	 	(PRG) PROGRESS CCC (326)	179 PROGRESS DR	WAYNESBURG	PA	15370	8082	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	SCI Greene	2	1	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	46	0	0	0	46	0	0	0	0	0	0	0	22	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0	 	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	45	0	0	0	1	0	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	46	0	46	0	0	0	 	46	0	0	0	0	0	-9	-9	-9	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	0	-9	-9	-9	-9	-9	-9	 	0	0	0	0	0	0	0	1	0	0	0	1	through contracted service in the community	0	0	0	0	0	0	0	0	0	0	 	1
2	1	PWV009	 	HUTTONSVILLE WORK CAMP	PO BOX 1	HUTTONSVILLE	WV	26273	0001	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	Huttonsville Correctional Center	2	1	1	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	46	0	0	0	46	0	0	0	0	0	0	0	39	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	 	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	46	0	0	0	0	0	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	46	0	46	0	0	0	 	46	0	0	0	0	0	-9	-9	-9	46	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	 	1	1	0	0	0	0	1	1	0	0	0	1	Thinking 4 A Change	0	1	1	1	1	0	0	0	0	0	 	0
2	1	PTX125	 	TREATMENT ASSOCIATES	107 COZZI CIR	VICTORIA	TX	77901	2629	B	0	0	0	0	0	0	0	0	0	0	1	Community Residential Facility/Transitional Treatment Center	11	Community Residential Facility/Transitional Treatment Center	1	2	 	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	30	0	17	0	47	0	0	0	0	0	0	0	9	0	13	0	25	0	0	0	0	0	0	0	0	0	0	0	 	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	47	0	0	0	0	0	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	-1	-4	 	-1	-4	47	0	47	0	0	0	 	47	0	-1	-4	-1	-4	-9	-9	-9	-1	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	62	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	0	1	1	1	1	0	1	0	 	0	0	0	0	0	0	0	0	0	0	 	1
2	1	PIA035	 	WEST UNION RESIDENTIAL FACILITY	PO BOX 497	WEST UNION	IA	52175	0497	B	1	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	Dubuque Residential Facility, Waterloo Residential Correctional Facility, Waterloo Women's Center for Change	2	1	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	39	0	8	0	47	0	0	0	0	0	0	0	44	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	 	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	47	0	0	0	0	0	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	18	0	18	0	0	0	 	18	0	29	0	0	0	-9	-9	-9	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	11	0	-9	-9	-9	-9	-9	-9	 	1	1	1	0	1	1	1	1	1	0	1	0	 	0	0	0	1	0	0	0	0	1	0	 	0
2	1	FWV357	 	DISMAS CLARKSBURG	55 COLUMBIA BLVD	CLARKSBURG	WV	26301	9619	CI	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	-8	 	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	40	0	7	0	47	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-8	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	47	-4	47	0	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-9	-9	-9	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-9	-9	-9	-9	-9	-9	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
2	1	FWA343	 	PIONEER FELLOWSHIP HOUSE	220 11TH AVE	SEATTLE	WA	98122	5307	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	Tacoma Residential Reentry Center, Spokane Residential Reentry Center	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	40	1	7	1	47	0	0	0	0	0	0	0	22	0	10	0	5	0	3	0	2	0	0	0	4	0	1	0	Other	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	47	0	0	0	0	0	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	47	0	32	0	0	0	0	0	0	0	15	0	USPO &/or Pre-trial services	47	0	0	0	0	0	0	0	 	0	0	0	0	0	0	-9	-9	-9	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	-9	-9	-9	-9	-9	-9	 	1	1	1	0	0	1	1	1	0	0	0	0	 	0	0	0	0	0	0	1	0	1	0	 	0
2	1	PWA003	 	BELLINGHAM WORK RELEASE	1127 N GARDEN ST	BELLINGHAM	WA	98225	5123	B	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	1	WA DOC/Reentry/Work Release	2	1	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	40	0	7	0	47	0	0	0	0	0	0	0	36	0	2	0	6	0	3	0	0	0	0	0	0	0	0	0	 	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	41	0	1	0	5	0	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	47	0	47	0	0	0	 	47	0	0	0	0	0	-9	-9	-9	47	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	0	-9	-9	-9	-9	-9	-9	 	1	1	1	1	1	1	1	1	1	0	1	1	None are in facility.  All are via ommunity referral, in community	0	1	1	1	0	0	0	1	1	1	All programs are in the community	0
2	1	FMS185	 	RRC TUPELO, MISSISSIPPI	100 TISHOMINGO ST	TUPELO	MS	38804	5037	CI	0	0	0	0	0	1	0	0	0	0	0	 	6	 	1	-8	 	5	2	3	-9	-9	 	-9	-9	-9	-4	-4	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	42	0	5	0	47	0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-8	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	47	-4	47	0	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-4	-4	 	-4	-4	-4	-4	-4	-4	-9	-9	-9	-4	-4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-8	-8	-9	-9	-9	-9	-9	-9	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8
